t,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
4.6333,0.49421,0.87091,-1.8295,4.4491,-0.86459,1.5512,-3.415,-2.7269,-0.47916,-0.2776,-1.3202,-0.19997,-0.11506,1.0841,-3.8751,1.8948,-0.57245,5.4221,-2.7158,2.8561,-0.094683,1.4959,3.8858,1.8592,-2.3156,-2.262,3.0092,-0.97214,5.922,1.9895,3.3666,2.9135,-0.33287,-0.12388,1.9982,4.8504,2.642,1.5771,3.2522,-3.0786,-1.0819,-1.295,-0.319,-0.56362,2.0234,-1.313,-0.035149,0.737,-1.0138,1.8269,-2.4027,0.89922,0.90223,-0.74481,0.056203,-2.0924,-0.25634,-2.3005,2.2074,-0.84767,-2.4872,0.48667,-0.54603,0.93839,-0.17513,-2.082,-3.4747,-1.1603,-3.6247,-3.7553,1.8604,-0.86206,0.40737,-2.753,-0.43369,-3.2368,3.8141,-8.4371,-1.4692,-1.6805,-1.0576,-0.41182,3.4211,1.7781,-6.3174,2.2125,2.3644,-0.027504,2.5221,4.0245,0.30982,-0.79971,-2.2316,-0.44031,5.208,-1.7449,6.3195,2.9368,-5.5876,-2.2821,-1.3431,1.1918,-1.4925,4.7673,3.4473,-1.7108,3.764,0.54904,0.54055,-3.9297,0.84865,-2.7805,0.6978,-5.7517,2.7904,-2.0876,3.3764,0.70348,-6.1493,0.53081,3.7757,-3.8948,2.1517,-2.5585,-0.34329,1.1572,-6.1697,2.7808,-6.7974,-2.0972,-0.05077,2.6316,-2.3187,-2.7732,-3.3387,-0.76352,-0.81023,-1.5038,0.66326,-0.012415,1.814,0.65222,1.1532,2.3122,-2.4499,-0.74154,-2.1812,1.2824,4.2688,-1.7772,1.7861,0.74491,6.1821,0.65647,-1.6809,-0.53002,-0.59976,-2.8267,0.7645,9.6193,-3.8054,-2.4159,-6.4768,4.6958,-0.70205,-3.1809,1.0105,-2.4491,-4.2392,2.453,-0.92371,5.3767,-1.9179,2.6861,-1.8747,0.38665,9.1123,1.1724,-3.2024,0.34705,-0.91042,-1.4593,-5.643,-0.33217,-1.6785,3.1,0.29958,4.3472,0.6901,0.089603,-1.2429,-0.89739,-0.80206,-4.9635,-1.6055,-1.3937,0.49476,4.3227,3.6612,-0.93808
4.6667,0.25085,0.69472,-1.7222,4.0068,-0.55192,1.3888,-3.532,-2.9102,-0.29719,-0.58016,-1.381,-0.10386,-0.10201,1.2321,-3.7965,1.9866,-1.1807,5.4089,-3.0885,2.9228,-0.31448,1.6206,3.866,1.9776,-2.5556,-2.0963,2.5375,-0.62373,6.0243,1.9356,3.667,3.2113,-0.74919,-0.57641,1.8559,4.424,2.4762,1.7952,3.1388,-2.952,-0.99609,-1.4892,-0.59116,-0.17957,2.142,-1.5656,-0.063968,0.87495,-0.99982,1.6296,-2.5212,0.65013,1.3107,-0.61139,0.26604,-2.2118,-0.44945,-1.7988,2.3566,-0.44669,-2.4455,0.50707,-0.81028,1.0295,-0.64797,-2.4391,-3.3785,-1.4942,-3.2859,-3.9211,1.765,-0.95265,0.22448,-3.0509,0.075762,-2.6461,3.3489,-8.2671,-1.2586,-1.874,-1.1425,-0.49083,3.7063,1.7137,-6.4345,2.1744,2.9204,0.24781,2.8115,3.7374,0.38407,-0.77181,-2.1588,-0.71527,5.2712,-1.7469,6.0456,2.8758,-5.4625,-2.2191,-1.315,1.1539,-1.6115,5.1056,3.6031,-1.4921,3.9151,0.20512,0.35058,-3.772,0.71757,-3.0028,0.8435,-5.9822,2.7305,-1.9237,3.8576,0.56664,-6.2233,0.19093,3.8484,-3.7106,2.323,-2.4128,-0.13582,1.9873,-6.1544,2.6803,-6.6511,-2.1938,0.13551,2.9243,-2.358,-3.175,-3.0612,-0.67568,-1.0475,-1.1271,0.92772,-0.26665,2.0914,1.0514,1.5701,2.2135,-2.31,-0.57185,-2.0383,1.1305,4.6264,-1.8939,1.9443,0.41136,6.5897,1.0292,-1.6119,-0.25989,-0.56488,-3.0143,1.0785,9.7849,-3.6129,-1.8953,-6.7431,4.9684,-0.96523,-3.5689,0.7839,-1.9538,-3.9567,2.5828,-1.2031,5.4127,-2.3528,2.5492,-1.8353,0.51856,9.125,1.2714,-3.0792,-0.060706,-1.0795,-1.7304,-5.847,-0.59566,-1.5988,3.2922,0.16785,4.4937,0.68192,0.46303,-1.1733,-0.93859,-0.70422,-4.4939,-1.8989,-1.3354,0.36037,4.2321,3.8648,-0.89827
4.7,0.36671,0.77471,-1.6388,4.2112,-0.35235,1.223,-3.7216,-3.2347,-0.66375,-0.78806,-0.88095,0.046609,-0.24762,1.666,-4.312,1.5603,-1.3414,5.3232,-3.2722,2.9632,-0.48661,1.8251,3.9951,1.7691,-2.3432,-2.2343,2.2237,-0.85528,6.0336,1.6871,3.8202,3.3563,-0.89361,-0.959,1.9659,4.3232,2.6486,1.4993,3.0348,-2.6901,-1.0299,-1.3818,-0.84291,0.12515,2.0048,-1.4856,-0.29663,0.84748,-1.315,1.6906,-2.1563,0.51811,1.8508,-1.1206,0.49434,-2.1782,-0.77892,-2.0364,2.3742,-0.68944,-2.3073,0.33609,-0.84807,1.0198,-0.7876,-1.9578,-4.1402,-1.6965,-3.1095,-3.9779,2.1014,-1.2372,0.43745,-2.4608,0.18903,-2.4078,3.4825,-8.1876,-0.89051,-1.6213,-0.79758,-0.44432,3.6873,1.6496,-6.5403,2.571,2.8564,0.15545,2.9649,3.4903,0.2503,-0.90033,-1.9708,-0.77832,5.2264,-2.3662,6.376,3.1819,-5.634,-2.1721,-1.03,1.1932,-1.2672,4.7026,3.4729,-1.3178,4.1885,0.68058,0.60172,-3.7579,0.77679,-2.7277,1.0352,-5.9701,2.8365,-1.9932,3.3828,0.92343,-6.6097,-0.18426,4.125,-3.3986,2.3419,-2.211,-0.10646,2.2147,-6.4012,2.6394,-6.5845,-2.0798,-0.094647,3.1001,-2.0246,-3.1236,-2.9562,-0.70145,-1.0969,-1.1189,0.7279,-0.43063,1.9902,1.0941,1.4963,2.2927,-2.2598,-0.60978,-1.8972,1.1459,4.8233,-1.7992,2.0636,0.71661,7.1395,1.4253,-1.811,0.018379,-0.19649,-3.0084,0.97436,9.5882,-3.9148,-1.4899,-7.217,5.1162,-0.92175,-3.1578,1.1937,-1.7661,-3.8671,2.4669,-1.8224,5.4991,-2.3591,2.3185,-2.0352,0.61177,9.0315,1.352,-3.1699,-0.43215,-0.81889,-1.8793,-5.946,-0.92301,-1.5904,2.8977,0.073546,4.2103,0.59734,0.70631,-1.2156,-1.0943,-0.81505,-4.5063,-1.9567,-1.4544,0.3091,4.2692,4.0851,-0.43658
4.7333,0.35522,0.46193,-1.4546,4.2138,-0.11914,0.99342,-4.2133,-3.155,-0.45887,-0.50319,-0.45499,-0.0073128,-0.38902,2.2713,-4.0878,1.4367,-1.6415,5.2624,-3.3159,2.7243,-0.23233,2.1384,4.3633,1.4328,-2.4272,-2.1719,2.1187,-0.82855,5.6739,1.327,3.9891,3.1819,-1.2087,-0.7085,2.2277,4.2211,2.6744,2.1262,2.8511,-2.7088,-1.0029,-1.5175,-0.75522,-0.13689,1.8537,-1.4133,-0.87785,0.97211,-1.3681,1.2972,-2.3462,0.21407,1.9784,-0.98466,0.68431,-2.1592,-0.71109,-1.7376,2.1271,-0.41485,-2.403,0.48598,-1.0649,0.69058,-0.67935,-2.0608,-4.2466,-1.6619,-2.8781,-4.4403,2.0405,-1.7767,1.0028,-2.6307,0.1821,-2.0536,3.2313,-7.833,-0.85802,-1.6017,-0.66973,-0.63164,4.094,1.4614,-6.6615,2.9626,2.4799,0.070781,3.1699,2.9594,0.055456,-0.90443,-2.0071,-1.001,5.685,-2.4277,6.4123,3.2843,-5.4217,-1.9418,-0.9681,1.4705,-1.1492,4.5832,3.3874,-1.5176,4.6933,0.67478,0.54585,-3.8615,0.86038,-2.6382,1.5514,-6.0997,2.7422,-1.8021,3.1721,1.0152,-6.7332,-0.025708,4.8175,-3.5123,2.4005,-2.0109,-0.027879,1.8378,-6.7656,2.6966,-6.8065,-2.1342,-0.12391,3.6387,-1.3379,-3.3014,-3.5124,-0.37253,-1.6766,-1.3732,0.7915,-0.85977,2.3221,0.77266,1.5198,2.3848,-2.9204,-0.94175,-2.255,1.0804,4.7439,-2.0845,1.9965,0.23905,7.0077,1.5428,-1.5809,-0.088611,0.13697,-3.1468,1.1435,9.5977,-3.9966,-1.3286,-7.1896,5.3417,-0.49039,-3.654,1.6093,-1.7761,-3.8365,2.2632,-1.9556,5.6527,-2.5118,2.247,-2.0095,0.016782,9.3029,1.5029,-3.4551,-1.1231,-0.65307,-2.1467,-6.0372,-1.03,-2.0992,2.8543,-0.0050881,4.3651,0.49605,0.59382,-1.3084,-1.3043,-0.75772,-4.5421,-2.1406,-0.91227,0.35911,4.1576,4.1487,-0.075419
4.7667,0.034208,-0.038392,-1.2819,4.0391,0.13227,0.56816,-4.3818,-2.9783,-0.64386,-0.66689,-0.56902,0.23614,-0.53771,2.0728,-4.1807,1.4374,-1.7078,5.4526,-3.4131,2.73,-0.34755,2.3831,4.6101,1.7504,-2.5646,-2.2713,2.6391,-1.0307,5.3086,1.2057,4.1899,2.7909,-1.1819,-0.86445,2.5267,4.0439,2.2748,2.3522,3.3428,-2.8353,-1.2176,-1.1634,-1.1294,0.1549,1.5614,-0.7753,-1.2751,1.0185,-1.4273,1.1737,-2.4145,0.45406,1.8447,-0.79288,1.0232,-2.136,-0.66206,-1.9134,2.2132,-0.68801,-2.1313,0.226,-1.2719,0.87447,-0.69351,-2.1104,-4.1736,-1.6328,-3.1837,-4.0357,1.6622,-1.6176,1.1631,-2.6582,0.10006,-2.2163,2.5184,-7.4399,-0.73568,-1.3853,-0.8968,-0.12185,4.4211,1.7825,-6.6694,2.9227,2.6789,-0.030038,3.15,2.7649,-0.17374,-1.0964,-1.9426,-0.75566,5.8309,-2.2993,6.0968,3.451,-5.3574,-1.5611,-1.0829,2.054,-0.6623,4.659,3.2875,-1.2425,4.7884,0.33877,0.55167,-3.5226,0.69836,-2.2969,1.6919,-5.5829,2.6091,-1.5722,3.2028,0.44725,-6.6898,0.088885,4.9545,-3.4278,2.3975,-2.0091,0.036414,1.7656,-6.5952,2.6018,-6.7847,-1.945,-0.34202,3.6682,-1.9732,-3.4091,-3.6688,-0.38431,-1.8406,-1.4539,0.66673,-0.88841,2.8267,0.67108,1.7635,2.1142,-2.6182,-1.2435,-2.0404,0.8707,4.6625,-2.1046,2.0142,-0.14503,7.1356,1.8087,-1.7452,-0.25017,0.30868,-3.0496,1.0722,9.5561,-3.5414,-1.528,-7.1527,5.3749,-0.34237,-3.2901,1.4582,-1.9335,-4.1526,1.9169,-2.2462,5.5072,-2.5543,2.489,-2.3818,0.19673,9.519,1.4795,-3.5982,-0.86937,-0.8437,-1.9843,-6.1012,-1.1026,-2.2194,2.5186,0.036426,4.601,0.69721,0.56864,-1.0232,-1.8953,-0.85188,-4.6396,-1.609,-0.85768,0.031299,4.2867,4.2819,-0.27855
4.8,0.31495,-0.0017338,-1.0863,4.0373,0.51187,0.68544,-4.4085,-3.068,-0.55222,-0.5454,-0.90462,0.3858,-0.52582,2.2757,-4.1761,1.6642,-1.5231,5.744,-3.4997,3.2215,-0.61548,2.7432,4.9162,1.7865,-2.7361,-2.0547,2.0771,-0.69409,5.4446,0.86599,4.3159,3.0948,-1.7573,-0.76868,2.3881,4.1201,2.3961,2.1955,3.2577,-2.9305,-1.4908,-0.85968,-1.7552,-0.10969,1.4525,-0.47743,-1.3089,1.0363,-1.3882,0.96728,-2.3518,0.66551,1.906,-1.2969,0.96527,-2.2496,-0.47754,-2.0883,2.2718,-0.81631,-2.4947,0.26249,-1.0469,1.0044,-0.76752,-2.2589,-4.7335,-1.5163,-3.3148,-4.3987,1.6744,-1.5863,1.6194,-3.0392,0.2601,-2.1567,2.6699,-7.2493,-0.36274,-1.8646,-1.2181,-0.26092,4.0561,1.3048,-6.5802,3.2754,2.7587,-0.57225,2.922,2.7569,-0.57461,-0.72376,-1.8431,-0.70202,5.7686,-2.1042,6.1929,3.2966,-5.4255,-1.0254,-1.327,2.2211,-0.1932,4.5585,3.4707,-0.60263,4.4917,0.154,0.9429,-3.1605,0.64185,-2.3673,1.2914,-5.3769,3.0411,-1.5064,2.9942,0.40985,-6.8756,0.08376,4.971,-3.2814,1.9632,-1.6742,0.0046905,1.5994,-6.5418,2.4088,-6.9282,-2.0583,-0.71974,3.5476,-1.7224,-3.0132,-3.6691,-0.21784,-1.8471,-1.8634,0.64195,-0.5365,2.8978,0.7842,1.5507,1.7149,-2.6251,-1.3012,-2.4213,0.4582,4.5134,-2.0126,2.0948,0.11474,6.8765,1.7758,-2.1154,-0.31874,-0.12447,-2.6888,0.97122,9.4848,-3.3434,-1.6891,-7.2027,5.3026,-0.31088,-3.3365,1.9855,-1.9811,-4.0938,2.0741,-2.3048,5.856,-2.6853,1.9183,-2.3525,0.10516,9.494,1.953,-3.4004,-0.84887,-0.48042,-2.0844,-6.0385,-1.1251,-1.6491,2.6679,0.075934,4.2506,0.62677,0.26696,-0.78667,-1.9911,-1.2989,-4.8941,-1.4941,-1.0217,0.11385,4.7503,4.5076,0.1942
4.8333,0.17687,0.094825,-1.3108,4.0025,0.54849,0.61036,-4.0908,-2.6778,-0.46999,-0.64279,-0.9378,0.15452,-0.60269,2.1913,-3.8537,1.5492,-1.6058,6.1214,-3.8563,3.1332,-0.54757,2.5923,5.2102,1.583,-2.8162,-2.5164,2.0362,-0.34738,5.3792,1.3257,4.2781,2.6353,-1.7233,-0.59877,2.3983,4.11,2.3588,2.586,3.2846,-2.9439,-1.0287,-1.1025,-2.1496,0.085311,1.4616,-0.40099,-1.2654,1.0122,-1.4079,0.43864,-2.7216,0.78926,2.2606,-1.6022,0.59705,-1.9874,-0.47776,-2.1802,2.2921,-0.58794,-2.5444,-0.012005,-0.63943,0.85755,-1.0771,-2.3566,-4.5601,-1.7592,-3.3158,-4.385,1.76,-1.8043,1.5028,-3.2429,0.27656,-1.7329,2.9233,-6.6628,-0.34765,-1.8356,-1.3172,-0.35092,4.0679,1.3338,-6.7389,3.3401,2.8585,-0.48616,2.9031,3.015,-0.58278,-0.74643,-2.238,-0.77949,6.2796,-1.8348,5.6496,3.6048,-5.2595,-1.2906,-1.2803,2.2885,0.20905,4.4124,3.2065,-0.45358,4.7038,0.033268,1.2612,-3.2466,0.59334,-2.689,1.5442,-5.1499,3.082,-1.975,3.2709,0.59226,-6.9328,-0.081552,4.7693,-3.6527,1.5145,-1.6873,-0.20018,1.6931,-6.4307,2.3203,-6.8846,-1.8651,-0.67897,3.8441,-1.7138,-3.1542,-3.9397,-0.58594,-1.6775,-1.554,1.0238,-0.70259,3.071,0.54743,1.7689,1.6271,-2.1186,-1.1239,-2.5652,0.87422,4.6721,-1.6809,1.9742,0.40066,7.2966,1.6452,-2.3067,-0.027233,-0.27025,-2.6007,0.82824,9.5413,-3.2111,-1.5339,-7.6692,4.9619,-0.63256,-3.1671,2.1726,-2.1023,-3.9453,2.4127,-2.3546,5.8417,-2.721,1.5969,-2.2344,-0.42717,9.8571,2.3442,-3.2192,-0.66016,-0.40481,-1.4869,-6.1027,-1.4204,-1.2517,2.5013,0.29746,3.8967,0.33733,0.51128,-0.82368,-1.7743,-1.2717,-4.6079,-1.0082,-1.2865,0.31344,4.6164,4.6013,0.11965
4.8667,0.29121,0.18908,-1.226,3.676,0.17511,0.88559,-4.0178,-2.7795,0.027355,-0.48264,-0.51908,0.21713,-0.61583,2.202,-4.1417,1.7304,-1.5945,6.1436,-3.3592,3.5081,-0.41216,2.6417,5.6397,1.4301,-2.7353,-2.7987,2.3865,-0.020186,5.2487,1.1144,4.4261,2.8833,-1.8452,-1.0186,2.4401,3.9937,2.1851,2.3911,3.417,-2.7621,-1.1753,-1.4383,-2.3353,0.20852,1.302,-0.10064,-1.2774,1.1799,-1.4119,0.56252,-3.1292,1.0576,2.2816,-1.4292,0.32635,-1.7944,-0.26308,-2.4145,2.2404,-0.59571,-2.636,0.34858,-0.5952,1.0421,-1.1799,-1.9404,-4.468,-1.7445,-3.2967,-4.3173,1.425,-1.6314,1.2518,-3.2257,0.45183,-1.8821,2.8763,-6.9253,-0.30001,-1.566,-1.1371,-0.49006,4.0673,1.2531,-6.9316,3.4289,3.1664,-0.51156,2.678,3.1132,-0.47768,-0.5739,-2.4387,-0.75961,6.0174,-1.5641,5.3639,3.4518,-5.421,-1.2718,-1.0791,2.0575,0.54954,4.0554,3.2583,-0.35791,4.7737,0.070334,1.2917,-3.1806,0.5925,-2.861,1.7725,-5.3315,3.2907,-1.8959,3.5148,0.38,-6.7508,-0.49282,4.6746,-3.3687,1.9752,-1.7426,-0.25977,1.8001,-6.686,1.8591,-6.7101,-2.0051,-1.0166,3.8344,-1.6457,-3.4081,-4.2456,-0.38539,-1.4354,-1.8019,1.3064,-0.74185,3.4003,0.74022,1.9849,1.6981,-2.4739,-0.99237,-2.2667,0.91968,4.6046,-1.0976,1.9825,0.30821,7.4008,1.464,-2.2075,-0.2778,-0.24875,-2.273,1.0921,9.389,-3.3012,-1.4563,-7.612,4.7518,-0.70475,-3.249,2.0619,-2.1448,-3.9523,2.2364,-2.6181,5.8107,-2.3868,1.4566,-2.345,-0.65532,9.7754,2.4622,-3.2632,-0.52853,-0.04316,-1.3871,-5.8504,-1.0391,-1.3122,2.2478,0.66372,4.1713,0.56431,0.85964,-1.1814,-2.0967,-1.1248,-4.9253,-0.59924,-1.0451,0.65779,4.2483,4.5247,0.39533
4.9,0.24002,0.16503,-1.5386,3.4786,0.36028,1.0082,-4.1031,-2.6944,0.13135,-0.50497,-0.57277,-0.14559,-1.1126,2.1812,-3.9594,1.3522,-2.0178,5.9776,-3.5839,3.8576,-0.64074,3.0323,6.1292,1.8217,-2.311,-3.1805,1.9856,-0.24347,4.9677,1.1269,4.3925,2.8798,-1.7346,-1.4084,2.2771,4.1443,2.4368,2.6354,3.5987,-2.3496,-0.79112,-1.6798,-2.3675,0.048663,0.86884,-0.33403,-1.473,0.97564,-1.2567,0.81809,-2.6492,1.4059,2.4805,-1.0933,0.039472,-1.9357,-0.20755,-2.6945,2.4712,-0.75385,-2.4091,0.27262,-0.35052,0.95738,-1.1278,-1.8631,-4.2473,-1.4791,-3.3612,-4.2569,1.5278,-1.5662,1.307,-3.2619,0.2922,-1.818,2.7744,-6.8368,0.19582,-1.4098,-0.80622,-0.06541,3.9359,1.3956,-6.9091,3.7751,3.5163,-0.52428,2.6798,2.8016,-0.73136,-0.7295,-2.5854,-0.64212,5.9374,-1.7462,5.2967,3.503,-5.4167,-1.1265,-1.0842,2.0738,0.87853,3.8137,3.5157,0.3016,4.6145,0.7623,1.529,-3.5642,-0.069205,-2.9688,1.3518,-5.0744,3.0565,-1.5266,3.9,0.18799,-6.8045,-1.0836,4.8277,-3.2915,1.859,-1.9938,-0.036652,1.9076,-6.3886,1.7519,-6.6115,-1.7211,-1.2109,3.7808,-1.6998,-3.1614,-4.2739,-0.72436,-1.6362,-1.6253,1.5855,-0.91375,3.3945,0.5899,2.0932,2.1223,-2.1429,-0.88247,-2.4981,0.71285,4.4608,-1.4307,1.8771,0.5404,7.0571,1.6268,-2.4095,-0.36168,-0.39185,-2.6897,1.1935,9.2866,-3.7631,-1.3605,-7.42,5.2999,-0.87347,-3.3724,2.1126,-2.2378,-3.9067,2.3243,-2.5738,6.3877,-2.6668,1.4365,-2.3027,-0.8562,10.334,2.3967,-3.4438,-0.94706,0.075848,-1.3226,-5.9638,-0.79769,-1.02,2.3828,0.46464,4.058,0.47387,1.2046,-0.84216,-1.7795,-0.72434,-5.1815,-0.60294,-1.4409,1.0293,4.1996,4.55,0.59763
4.9333,0.073398,0.1331,-1.5304,3.5277,0.33679,1.0739,-4.1177,-2.6648,0.29403,-0.5361,-0.85573,-0.099479,-1.0843,1.9034,-4.0557,1.586,-2.2226,5.9271,-3.713,3.5421,-0.97134,3.0227,6.0814,1.7442,-2.0249,-2.9935,2.3196,0.022771,5.2135,1.0229,4.3426,2.5555,-1.6973,-1.6003,2.3506,4.1737,2.9643,2.8901,3.5253,-2.6532,-1.2216,-1.6066,-2.0921,0.04555,0.62898,-0.75255,-1.7354,1.0431,-1.3019,0.75509,-2.1466,1.6345,2.6897,-1.2367,0.44872,-1.4782,-0.17035,-2.5896,2.3012,-0.77077,-2.2092,0.27268,-0.32376,1.3425,-1.3064,-2.0401,-3.8531,-1.4714,-3.4349,-4.4761,1.8088,-1.4786,1.324,-3.3735,0.10141,-1.9833,2.8447,-6.719,-0.026229,-1.3915,-1.1931,-0.2092,3.8204,1.0995,-6.8657,3.5927,3.3563,-0.64207,2.6526,2.6715,-0.67923,-1.0352,-2.0916,-0.46942,5.5222,-1.8154,5.2364,3.8194,-5.3726,-0.95738,-1.2595,2.1041,0.85808,3.7929,3.6879,-0.013596,4.6056,1.3806,1.455,-3.2214,-0.053134,-3.2651,1.2349,-5.0295,2.8802,-1.4558,4.1945,0.38738,-7.1055,-0.94315,5.2289,-3.1177,1.9533,-2.3943,-0.24267,2.0737,-6.2697,1.6973,-6.5618,-1.8974,-1.1349,3.4229,-1.5858,-3.0609,-4.3677,-0.48707,-1.8998,-1.5545,1.6755,-0.76833,3.7234,0.73414,2.251,2.1787,-2.4116,-0.87741,-2.6708,0.69766,4.6072,-1.646,1.7906,0.18882,7.3405,1.8585,-2.4381,-0.53292,-0.58667,-2.699,1.0839,8.6978,-3.5063,-1.4286,-7.663,5.468,-0.93681,-3.7526,1.9607,-2.2382,-4.1349,2.577,-2.5861,6.2696,-2.7734,1.8103,-2.7364,-0.81942,10.842,2.0706,-3.3811,-1.1883,-0.048455,-1.4793,-6.2524,-1.1027,-0.82265,2.5549,0.4926,4.0046,0.26218,0.8458,-1.1768,-1.331,-0.83134,-5.1283,-0.74161,-1.6502,1.2752,3.9901,4.9772,0.34914
4.9667,-0.49526,-0.10937,-1.8579,3.6623,0.32429,0.78602,-4.2132,-2.6946,0.12724,-0.46511,-0.87533,-0.086967,-1.2566,1.9914,-4.4833,1.4473,-2.5673,5.7104,-3.5384,3.5114,-0.80702,3.0241,5.8237,1.6516,-2.469,-3.4778,2.8213,-0.23466,5.2067,0.65569,4.4982,2.6462,-1.5469,-1.6196,2.0293,4.6482,2.4705,2.6554,3.6941,-2.7461,-1.0657,-1.4566,-2.3147,0.24453,0.53556,-1.0367,-1.5272,1.2914,-1.1728,0.72698,-2.472,1.7513,2.7797,-1.3117,0.38731,-1.369,-0.27477,-2.4952,2.3068,-0.68836,-2.1729,0.36402,-0.24117,1.6263,-0.92542,-1.7966,-4.0117,-1.534,-3.6279,-4.2841,1.8271,-1.1842,1.1046,-3.1628,0.24081,-2.4032,3.331,-6.5704,0.11685,-1.37,-1.1213,-0.15835,3.5579,0.83102,-6.9923,4.2114,3.5513,-0.41694,2.6387,2.9493,-0.49157,-1.2512,-1.9067,-0.24412,5.2027,-1.6765,4.8557,3.7324,-5.5616,-0.90039,-0.95092,2.3564,1.1491,3.7229,3.5519,0.3887,4.7897,1.4468,1.6474,-3.6611,0.011574,-3.1849,1.4279,-5.2039,2.7862,-1.1794,4.2472,0.26852,-6.966,-1.3787,5.1913,-3.1316,1.8814,-2.4579,-0.30781,2.2988,-6.1361,1.8756,-6.4663,-2.1696,-0.74085,2.907,-1.3656,-2.9948,-4.5962,-0.43116,-1.6699,-1.7458,1.8108,-0.83127,3.5397,0.87295,2.3585,2.2085,-2.1902,-0.6049,-2.6888,0.54049,4.7005,-1.7512,1.6132,0.23576,7.0854,2.3421,-2.12,-0.48598,-0.57959,-2.7485,1.3573,8.7234,-3.6779,-1.5182,-7.4939,5.7235,-0.96811,-3.8466,1.901,-1.9356,-4.5963,2.5796,-2.3942,5.7651,-2.6529,2.0133,-3.3107,-0.99329,10.666,1.6664,-3.3813,-1.0299,0.26394,-0.86668,-5.8232,-1.2697,-0.99027,2.6803,0.50978,4.2171,0.18702,0.69581,-1.0992,-1.7185,-0.84162,-4.9228,-0.48535,-1.7934,1.3836,4.1064,4.9888,0.1232
5,-0.83125,-0.41975,-1.7409,3.939,0.5241,0.87628,-4.4737,-2.7901,0.10319,-0.77817,-0.79364,0.17475,-1.629,1.9642,-4.3598,1.332,-2.6247,6.0708,-3.576,3.513,-0.12335,2.6912,5.6432,1.3495,-2.5336,-3.1596,2.7701,-0.25049,5.3548,0.59905,4.7699,2.7303,-1.6059,-1.8845,1.9289,4.3128,2.2346,2.2769,3.6491,-2.7784,-1.2176,-1.6353,-2.1477,0.19683,0.87848,-1.0017,-1.0982,1.4264,-1.0173,0.82503,-2.0447,2.1683,2.8427,-1.3439,0.27791,-0.98821,0.15779,-2.6597,1.699,-0.96532,-1.7781,0.23776,-0.18176,1.5659,-0.96779,-1.8166,-4.5321,-1.6037,-3.3634,-4.2966,1.7763,-1.8092,1.0746,-3.0867,0.45829,-2.2755,3.257,-6.3739,-0.030965,-1.3205,-1.3889,-0.41051,3.6919,0.59145,-6.861,3.9244,3.383,-0.34813,2.0874,2.7677,-0.12818,-1.5873,-1.2856,-0.34272,5.0967,-1.8869,4.5753,3.7137,-5.5922,-0.67419,-1.0508,2.3323,0.83125,3.7357,3.9558,0.23856,4.2264,1.2997,1.0214,-4.0321,0.23889,-3.5534,1.519,-5.0741,3.0139,-1.1138,3.9862,0.41376,-6.8547,-1.2974,5.2716,-3.2444,2.0831,-2.4977,0.058471,2.341,-6.1947,2.1271,-6.6943,-2.0996,-0.6895,2.7963,-0.97361,-2.7155,-4.29,-0.66833,-1.4548,-1.5175,2.3829,-0.7407,3.3694,0.64076,2.29,2.1825,-2.1489,-0.48766,-2.8065,0.39724,4.6501,-2.0529,1.2876,0.56866,7.0874,2.662,-2.1774,-0.44188,-0.53233,-2.912,1.8026,8.6265,-3.8956,-1.7296,-7.6881,5.458,-0.71566,-3.8775,2.498,-1.9718,-4.1954,2.3964,-2.3217,5.5761,-2.8387,1.8299,-3.3218,-0.80742,10.586,1.1398,-3.8127,-1.0516,-0.13918,-0.61724,-5.3172,-1.507,-0.53555,2.7289,0.22317,3.8396,0.26997,0.36964,-1.2513,-1.6206,-0.8202,-4.9149,-0.20736,-1.5824,1.0448,4.4333,5.0462,0.17258
